"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"new column"	"Pathways of gene"	"Pathways of enzyme"	"Reactions of gene"	"Pathways of a reaction"
G185E-4510	"Rv0386"	463411	466668	"probable transcriptional regulatory protein (probably LuxR/UhpA-family)"		""	""	""	""
"lppU"	"Rv2784c"	3092951	3093466	"probable lipoprotein"		""	""	""	""
"rplX"	"Rv0715"	811742	812059	"50S ribosomal protein L24"		""	""	""	""
"sucD"	"Rv0952"	1063140	1064051	"succinyl-CoA ligase [ADP-forming] &alpha; subunit"		"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"	""	SUCCCOASYN-RXN	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"
"stp"	"Rv2333c"	2606708	2608321	"integral membrane drug efflux protein"		""	""	TRANS-RXN185E-11	""
"secA2"	"Rv1821"	2066457	2068883	"possible preprotein translocase ATPase"		""	""	""	""
"vapC18"	"Rv2546"	2868154	2868567	"possible toxin"		""	""	""	""
"mraZ"	"Rv2166c"	2429427	2429858	"Transcriptional regulator MraZ"		""	""	""	""
G185E-4485	"Rv0361"	438822	439649	"probable conserved membrane protein"		""	""	""	""
G185E-6384	"Rv2175c"	2437446	2437886	"conserved regulatory protein"		""	""	""	""
"ctaC"	"Rv2200c"	2463660	2464751	"probable transmembrane cytochrome C oxidase (subunit II)"		"aerobic respiration I (cytochrome c)"	""	RXN-15830 // CYTOCHROME-C-OXIDASE-RXN	"" // "aerobic respiration I (cytochrome c)"
G185E-5999	"Rv1804c"	2047023	2047349	"conserved protein"		""	""	""	""
"mce2F"	"Rv0594"	693237	694787	"mce-family protein Mce2F"		""	""	""	""
G185E-7911	"Rv3632"	4071236	4071580	"possible conserved membrane protein"		""	""	""	""
G185E-7929	"Rv3649"	4088781	4091096	"probable helicase"		""	""	RXN0-4261	""
G185E-5627	"Rv1444c"	1623287	1623697	"unknown protein"		""	""	""	""
G185E-6008	"Rv1813c"	2055681	2056112	"conserved hypothetical protein"		""	""	""	""
G185E-6653	"Rv2423"	2719597	2720643	"hypothetical protein"		""	""	""	""
G185E-7543	"Rv3269"	3650234	3650515	"conserved protein"		""	""	""	""
"pknI"	"Rv2914c"	3221767	3223524	"probable transmembrane serine/threonine-protein kinase I"		""	""	PROTEIN-KINASE-RXN	""
"fic"	"Rv3641c"	4079925	4080560	"possible cell filamentation protein"		""	""	""	""
"aftD"	"Rv0236c"	282649	286851	"possible arabinofuranosyltransferase"		""	""	""	""
"Rv1461"	"Rv1461"	1646989	1649529	"Endonuclease PI-MtuHIIP"		""	""	""	""
G185E-5636	"Rv1453"	1638381	1639646	"possible transcriptional activator protein"		""	""	""	""
"vapC13"	"Rv1838c"	2087257	2087652	"possible toxin"		""	""	""	""
G185E-7552	"Rv3278c"	3660651	3661169	"probable conserved transmembrane protein"		""	""	""	""
"lysA"	"Rv1293"	1448028	1449371	"diaminopimelate decarboxylase"		"L-lysine biosynthesis I"	"L-lysine biosynthesis I"	DIAMINOPIMDECARB-RXN	"L-lysine biosynthesis I"
"celA2a"	"Rv1089A"	1215517	1215621	"probable cellulase"		""	""	RXN-2043	""
"mca"	"Rv1082"	1206520	1207386	G185E-5244-MONOMER		"mycothiol-mediated detoxification"	"mycothiol-mediated detoxification"	RXN-14640 // RXN1G-186	"" // "mycothiol-mediated detoxification"
G185E-4875	"Rv0730"	822866	823594	"GCN5-related N-acetyltransferase"		""	""	""	""
"dppA"	"Rv3666c"	4105459	4107084	"probable periplasmic dipeptide-binding lipoprotein"		""	""	""	""
"ripA"	"Rv1477"	1666990	1668408	"peptidoglycan hydrolase"		""	""	""	""
G185E-6802	"Rv2561"	2881409	2881702	"conserved hypothetical protein"		""	""	""	""
"sigF"	"Rv3286c"	3668169	3668954	"alternative RNA polymerase sigma factor"		""	""	""	""
G185E-4263	"Rv0146"	172211	173143	"possible S-adenosylmethionine-dependent methyltransferase"		""	""	""	""
G185E-4501	"Rv0377"	454421	455386	"probable transcriptional regulatory protein (probably LysR-family)"		""	""	""	""
"rpmD"	"Rv0722"	814993	815190	"50S ribosomal protein L30"		""	""	""	""
"aroE"	"Rv2552c"	2871206	2872015	"probable shikimate 5-dehydrogenase"		"superpathway of L-tryptophan biosynthesis" // "superpathway of L-tyrosine biosynthesis" // "chorismate biosynthesis I" // "chorismate biosynthesis from 3-dehydroquinate"	"superpathway of L-tryptophan biosynthesis" // "superpathway of L-tyrosine biosynthesis" // "chorismate biosynthesis I" // "chorismate biosynthesis from 3-dehydroquinate"	SHIKIMATE-5-DEHYDROGENASE-RXN	"chorismate biosynthesis from 3-dehydroquinate"
"rbpA"	"Rv2050"	2307821	2308156	"RNA polymerase-binding protein RbpA"		""	""	""	""
"Rv2191"	"Rv2191"	2453819	2455756	"Putative bifunctional exonuclease/endonuclease protein Rv2191"		""	""	""	""
G185E-4492	"Rv0368c"	445314	446525	"conserved hypothetical protein"		""	""	""	""
G185E-6392	"Rv2182c"	2444586	2445329	"1-acylglycerol-3-phosphate O-acyltransferase"		"phosphatidylglycerol biosynthesis II (non-plastidic)" // "CDP-diacylglycerol biosynthesis I" // "phosphatidylglycerol biosynthesis I (plastidic)" // "CDP-diacylglycerol biosynthesis II"	"phosphatidylglycerol biosynthesis II (non-plastidic)" // "CDP-diacylglycerol biosynthesis I" // "phosphatidylglycerol biosynthesis I (plastidic)" // "CDP-diacylglycerol biosynthesis II"	RXN-16067 // RXN-16075 // RXN-1623 // RXN-15043 // RXN-17009 // RXN-16118 // RXN-17008 // RXN-17011 // RXN-16032 // RXN-17010 // RXN-17023 // RXN-16025 // RXN0-6705 // RXN-16077 // RXN-17020 // RXN-16076 // "1-acylglycerol-3-phosphate O-acyltransferase" // 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN // RXN-17013 // RXN-17019 // RXN-17022 // RXN-17012 // RXN-17015 // RXN-17021 // RXN-17024 // RXN-17014	"" // "CDP-diacylglycerol biosynthesis I" // "CDP-diacylglycerol biosynthesis II"
"parD1"	"Rv1960c"	2203974	2204225	"possible antitoxin"		""	""	""	""
"lpdA"	"Rv3303c"	3689457	3690938	"NAD(P)H quinone reductase"		"NADH to cytochrome <i>bd</i> oxidase electron transfer II"	"NADH to cytochrome <i>bd</i> oxidase electron transfer II"	QOR-RXN // NQOR-RXN // RXN0-5330	"" // "NADH to cytochrome <i>bd</i> oxidase electron transfer II"
G185E-6024	"Rv1829"	2073943	2074437	"conserved protein"		""	""	""	""
"ilvG"	"Rv1820"	2064799	2066442	"probable acetolactate synthase"		"L-valine biosynthesis" // "superpathway of branched chain amino acid biosynthesis" // "superpathway of L-isoleucine biosynthesis I" // "L-isoleucine biosynthesis I (from threonine)"	"L-valine biosynthesis" // "superpathway of branched chain amino acid biosynthesis" // "superpathway of L-isoleucine biosynthesis I" // "L-isoleucine biosynthesis I (from threonine)"	ACETOLACTSYN-RXN // "2-aceto-2-hydroxy-butyrate synthase"	"L-valine biosynthesis" // "L-isoleucine biosynthesis I (from threonine)"
"espJ"	"Rv3878"	4356693	4357535	"ESX-1 secretion-associated protein EspJ. Conserved alanine rich protein."		""	""	""	""
G185E-7938	"Rv3657c"	4095540	4096115	"possible conserved alanine rich membrane protein"		""	""	""	""
G185E-8080	"Rv3784"	4230256	4231236	"possible dTDP-glucose 4,6-dehydratase"		"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "dTDP-L-rhamnose biosynthesis"	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis" // "dTDP-L-rhamnose biosynthesis"	DTDPGLUCDEHYDRAT-RXN	"dTDP-L-rhamnose biosynthesis"
G185E-7796	"Rv3519"	3955550	3956260	"unknown protein"		""	""	""	""
"ctpD"	"Rv1469"	1656963	1658936	"probable cation transporter P-type ATPase D"		""	""	TRANS-RXN185E-2	""
G185E-5876	"Rv1686c"	1911401	1912081	"probable conserved integral membrane protein ABC transporter"		""	""	""	""
"PPE57"	"Rv3425"	3842239	3842769	"PPE family protein PPE57"		""	""	""	""
"nadA"	"Rv1594"	1794756	1795805	"probable quinolinate synthetase"		"NAD <i>de novo</i> biosynthesis I (from aspartate)"	"NAD <i>de novo</i> biosynthesis I (from aspartate)"	QUINOLINATE-SYNTHA-RXN	"NAD <i>de novo</i> biosynthesis I (from aspartate)"
G185E-4115	"Rv0004"	4434	4997	"conserved hypothetical protein"		""	""	""	""
"cspA"	"Rv3648c"	4088328	4088531	"probable cold shock protein A"		""	""	""	""
G185E-5262	"Rv1097c"	1225263	1226144	"probable membrane glycine and proline rich protein"		""	""	""	""
"sufR"	"Rv1460"	1646186	1646992	"<i>suf</i> operon repressor SufR"		""	""	""	""
"vapC32"	"Rv1114"	1239610	1239984	"possible toxin VapC32. Contains PIN domain."		""	""	""	""
G185E-7568	"Rv3294c"	3675186	3675995	"conserved hypothetical protein"		""	""	""	""
"glgP"	"Rv1328"	1494564	1497155	"probable glycogen phosphorylase"		""	""	GLYCOPHOSPHORYL-RXN // RXN-9025 // RXN0-5184 // RXN-12171 // RXN-14284 // RXN-14286 // RXN0-5182 // RXN-12392 // RXN-1826 // GLYMALTOPHOSPHORYL-RXN // RXN-14285 // RXN-14353	""
"accA3"	"Rv3285"	3666357	3668159	"acetyl/propionyl-CoA carboxylase &alpha; chain"		"superpathway of mycolate biosynthesis" // "biotin-carboxyl carrier protein assembly" // "fatty acid biosynthesis initiation I"	""	RXN0-5055	"fatty acid biosynthesis initiation I" // "biotin-carboxyl carrier protein assembly"
G185E-5270	"Rv1105"	1232311	1232826	"possible para-nitrobenzyl esterase (fragment)"		""	""	""	""
"tesA"	"Rv2928"	3242198	3242983	"polyketide thiesterase"		"phenolphthiocerol biosynthesis" // "phthiocerol biosynthesis"	"phenolphthiocerol biosynthesis" // "phthiocerol biosynthesis"	RXN-17212 // RXN-17261 // RXN-17237 // RXN-17263 // RXN-17265	"phenolphthiocerol biosynthesis" // "phthiocerol biosynthesis"
G185E-7387	"Rv3123"	3488569	3489063	"hypothetical protein"		""	""	""	""
"drrA"	"Rv2936"	3272214	3273209	"daunorubicin-dim-transport ATP-binding protein ABC transporter"		""	""	TRANS-RXN185E-16	""
G185E-7198	"Rv2944"	3289790	3290506	"possible transposase for insertion sequence element IS1533"		""	""	""	""
"thyA"	"Rv2764c"	3073680	3074471	"thymidylate synthase subunit"		"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)" // "superpathway of pyrimidine deoxyribonucleoside salvage" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "pyrimidine deoxyribonucleosides salvage" // "<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis"	""	THYMIDYLATESYN-RXN	"superpathway of pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis (E. coli)" // "<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis" // "pyrimidine deoxyribonucleosides salvage" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis II" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"
G185E-5261	"Rv1096"	1224385	1225260	"possible glycosyl hydrolase"		""	""	""	""
G185E-4883	"Rv0738"	830062	830610	"conserved protein"		""	""	""	""
"PE_PGRS11"	"Rv0754"	846159	847913	"PE-PGRS family protein PE_PGRS11"		""	""	""	""
"PE_PGRS9"	"Rv0746"	835701	838052	"PE-PGRS family protein PE_PGRS9"		""	""	""	""
G185E-7180	"Rv2927c"	3241222	3241959	"conserved hypothetical protein"		""	""	""	""
G185E-4882	"Rv0737"	829207	829704	"possible transcriptional regulatory protein"		""	""	""	""
G185E-6819	"Rv2577"	2900918	2902507	"predicted purple acid phosphatase"		"phosphate acquisition"	"phosphate acquisition"	RXN-8748 // ACID-PHOSPHATASE-RXN	"" // "phosphate acquisition"
G185E-6810	"Rv2568c"	2892446	2893471	"conserved hypothetical protein"		""	""	""	""
"secF"	"Rv2586c"	2912683	2914011	"probable protein-export membrane protein"		""	""	TRANS-RXN185E-34	""
G185E-6811	"Rv2569c"	2893464	2894408	"conserved hypothetical protein"		""	""	""	""
"pknD"	"Rv0931c"	1037920	1039914	"transmembrane serine/threonine-protein kinase D"		""	""	PROTEIN-KINASE-RXN	""
"PPE53"	"Rv3159c"	3527391	3529163	"PPE family protein PPE53"		""	""	""	""
"clpB"	"Rv0384c"	459456	462002	"probable endopeptidase ATP binding protein (chain B)"		""	""	""	""
"sugB"	"Rv1237"	1379855	1380679	"probable sugar-transport integral membrane protein ABC transporter"		""	""	TRANS-RXN185E-17	""
G185E-4517	"Rv0393"	472781	474106	"conserved 13E12 repeat family protein"		""	""	""	""
"cobT"	"Rv2207"	2471411	2472496	"probable nicotinate-nucleotide-dimethylbenzimidazol phosphoribosyltransferase"		"adenosylcobalamin biosynthesis II (aerobic)" // "superpathway of adenosylcobalamin salvage from cobinamide I" // "adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I"	"adenosylcobalamin biosynthesis II (aerobic)" // "superpathway of adenosylcobalamin salvage from cobinamide I" // "adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I"	DMBPPRIBOSYLTRANS-RXN	"superpathway of adenosylcobalamin salvage from cobinamide I" // "adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I"
G185E-4904	"Rv0756c"	850741	851466	"unknown protein"		""	""	""	""
"gabT"	"Rv2589"	2916360	2917709	"4-aminobutyrate aminotransferase"		"4-aminobutanoate degradation II" // "4-aminobutanoate degradation III"	"4-aminobutanoate degradation II" // "4-aminobutanoate degradation III"	GABATRANSAM-RXN // RXN-2901	"4-aminobutanoate degradation III" // "4-aminobutanoate degradation II" // ""
G185E-6437	"Rv2226"	2498832	2500373	"conserved protein"		""	""	""	""
G185E-7049	"Rv2800"	3108416	3110065	"possible hydrolase"		""	""	""	""
G185E-4509	"Rv0385"	462135	463307	"probable monooxygenase"		""	""	""	""
"blaR"	"Rv1845c"	2095218	2096168	"possible sensor-transducer protein"		""	""	""	""
"mmpS3"	"Rv2198c"	2462148	2463047	"probable conserved membrane protein"		""	""	""	""
G185E-7956	"Rv3673c"	4114474	4115157	"possible membrane-anchored thioredoxin-like protein (thiol-disulfide interchange related protein)"		""	""	""	""
"fadD30"	"Rv0404"	483977	485734	"fatty-acid-AMP ligase"		""	""	""	""
"csoR"	"Rv0967"	1077975	1078334	"copper-sensitive operon repressor"		""	""	""	""
"inhA"	"Rv1484"	1674202	1675011	"enoyl-[acyl carrier protein] reductase monomer"		"superpathway of mycolate biosynthesis" // "mycolate biosynthesis"	""	"trans-delta2-cis,cis-delta21,39-C58:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta19,37-C56:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta17,35-C54:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta15,33-C52:3-[acyl-carrier protein] reductase (NADPH, B-specific)" // "trans-delta2-cis,cis-delta13,31-C50:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta11,29-C48:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta9,27-C46:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta7,25-C44:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta5,23-C42:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta19,31-C50:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta17,29-C48:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta15,27-C46:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta13,25-C44:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-delta11,23-C42:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-9,21-C40:3-[acyl-carrier protein] reductase" // "trans-delta2-cis-cis-delta7-19-C38:3-[acyl-carrier protein] reductase" // "trans-delta2-cis,cis-5,17-C36:3-[acyl-carrier protein] reductase" // "trans-delta2-cis-delta19-C38:2-[acyl-carrier protein] reductase" // "trans-delta2-cis-delta17-C36:2-[acyl-carrier protein] reductase" // "trans-delta2-cis-delta15-C34:2-[acyl-carrier protein] reductase (NADPH, B-specific)" // "trans-delta2-cis-delta13-C32:2-[acyl-carrier protein] reductase" // "trans-delta2-cis-delta11-C30:2[acyl-carrier protein] reductase" // "trans-delta2-cis-delta9-C28:2-[acyl-carrier protein] reductase" // "trans-delta2-cis-delta7-C26:2-[acyl-carrier protein] reductase" // "trans-delta2-cis-delta5-C24:2-[acyl-carrier protein] reductase (NADH, B-specific)"	"mycolate biosynthesis"
G185E-6429	"Rv2219"	2486235	2486987	"probable conserved transmembrane protein"		""	""	""	""
G185E-6409	"Rv2199c"	2463233	2463652	"possible conserved integral membrane protein"		""	""	""	""
G185E-7328	"Rv3067"	3431428	3431838	"conserved hypothetical protein"		""	""	""	""
G185E-6031	"Rv1836c"	2082603	2084636	"conserved protein"		""	""	""	""
"sapM"	"Rv3310"	3697198	3698097	"acid phosphatase"		"phosphatidylinositol biosynthesis I (bacteria)" // "NAD phosphorylation and dephosphorylation" // "NAD salvage pathway III (to nicotinamide riboside)" // "phosphate acquisition"	"phosphatidylinositol biosynthesis I (bacteria)" // "NAD phosphorylation and dephosphorylation" // "NAD salvage pathway III (to nicotinamide riboside)" // "phosphate acquisition"	PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN // RXN-5822 // RXN-8748 // ACID-PHOSPHATASE-RXN	"phosphatidylinositol biosynthesis I (bacteria)" // "NAD salvage pathway III (to nicotinamide riboside)" // "NAD phosphorylation and dephosphorylation" // "" // "phosphate acquisition"
G185E-6450	"Rv2237"	2509489	2510256	"conserved protein"		""	""	""	""
G185E-6956	"Rv2708c"	3021548	3021796	"conserved hypothetical protein"		""	""	""	""
"modA"	"Rv1857"	2104985	2105770	"probable molybdate-binding lipoprotein"		""	""	""	""
G185E-5028	"Rv0874c"	972546	973706	"conserved hypothetical protein"		""	""	""	""
"ureA"	"Rv1848"	2097348	2097650	"urease gamma subunit"		"urea degradation II"	""	UREASE-RXN	"urea degradation II"
"dppC"	"Rv3664c"	4103675	4104475	"probable dipeptide-transport integral membrane protein ABC transporter"		""	""	TRANS-RXN185E-19	""
"glcB"	"Rv1837c"	2084756	2086981	"malate synthase G"		"glyoxylate cycle" // "TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"	"glyoxylate cycle" // "TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"	MALSYN-RXN	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)" // "glyoxylate cycle"
"acn"	"Rv1475c"	1663215	1666046	"aconitase"		"glyoxylate cycle" // "mixed acid fermentation" // "TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"	"glyoxylate cycle" // "mixed acid fermentation" // "TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"	RXN-14047 // ACONITATEDEHYDR-RXN // "cis-aconitate hydratase"	"" // "TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)" // "mixed acid fermentation" // "glyoxylate cycle"
G185E-4745	"Rv0609A"	703830	704057	"conserved hypothetical protein"		""	""	""	""
G185E-6670	"Rv2438A"	2736709	2736987	"conserved hypothetical protein"		""	""	""	""
"hsp"	"Rv0251c"	302173	302652	"heat shock protein"		""	""	""	""
"crp"	"Rv3676"	4116478	4117152	"transcriptional regulatory protein"		""	""	""	""
G185E-7968	"Rv3684"	4125439	4126479	"probable lyase"		""	""	""	""
G185E-4651	"Rv0519c"	611172	612074	"possible conserved membrane protein"		""	""	""	""
"mazF4"	"Rv1495"	1686570	1686887	"possible toxin"		""	""	""	""
"cobH"	"Rv2065"	2322552	2323178	"precorrin-8X methylmutase"		"adenosylcobalamin biosynthesis II (aerobic)" // "cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"	"adenosylcobalamin biosynthesis II (aerobic)" // "cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"	5.4.1.2-RXN	"cob(II)yrinate <i>a,c</i>-diamide biosynthesis II (late cobalt incorporation)"
"vapB44"	"Rv3321c"	3708074	3708316	"possible antitoxin"		""	""	""	""
G185E-4137	"Rv0023"	27595	28365	"possible transcriptional regulatory protein"		""	""	""	""
"plcC"	"Rv2349c"	2627172	2628698	"probable phospholipase C 3"		"phospholipases"	"phospholipases"	PHOSPHOLIPASE-C-RXN	"phospholipases"
"phoY1"	"Rv3301c"	3686912	3687577	"probable phosphate-transport system transcriptional regulatory protein PhoU homolog 1"		""	""	""	""
"dnaN"	"Rv0002"	2052	3260	"DNA polymerase III (beta chain)"		""	""	DNA-DIRECTED-DNA-POLYMERASE-RXN	""
G185E-5298	"Rv1132"	1257325	1259055	"conserved membrane protein"		""	""	""	""
G185E-4279	"Rv0161"	190607	191956	G185E-4279-MONOMER		"superpathway of mycolate biosynthesis" // "mycolate biosynthesis"	"superpathway of mycolate biosynthesis" // "mycolate biosynthesis"	RXN-15338 // RXN-15339	"mycolate biosynthesis"
